what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077294843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077300416
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077325207
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077326624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077327715
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077340600
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077352310
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077354993
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077359973
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077374433
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077380832
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077386453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077391732
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077396170
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077415907
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077434289
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077467587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316077468010
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077493480
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316077493907
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077496552
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1316077505113
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1316077506714
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077507071
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316077509572
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316077510893
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077512642
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077512723
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077514294
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077516648
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077517273
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077518326
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077519245
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077519977
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077521047
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077521800
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077521810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077522412
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077523135
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077553226
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077571875
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316077605945
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077616994
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077617154
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077629911
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077630226
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077630644
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077633395
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077633501
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077647716
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077648057
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077648540
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077648933
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077649314
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077649662
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077649895
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077650181
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077650419
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077650711
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077651093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077651687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077652621
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077653380
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077653744
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077654106
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077654471
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077655402
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077655801
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077656212
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077656860
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077657078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077657281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077657478
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077657683
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077657887
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077658134
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077658303
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077658506
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077658681
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077658881
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077659135
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077659363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077659693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077660283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077660696
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077661084
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077661412
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077661768
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077662206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077662434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077662701
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077663206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077663467
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077663724
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077663928
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077664206
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077664522
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077664828
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077665055
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077665254
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077665554
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077666062
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077666474
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077666877
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077667388
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077667678
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1316077668016
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077682962
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077699338
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316077702738
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077703592
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316077717178
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1316077717795
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077720029
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077721199
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077721208
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077721569
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077722858
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077724258
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077725521
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077726836
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077728041
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077729037
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077730044
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077730879
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316077731656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077731665
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077732036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077790207
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077909773
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316077940124
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316077940482
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316077987033
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078053626
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078055015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078129355
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316078134241
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316078135148
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078137465
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078214872
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078224616
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078256989
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078269078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078454301
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078461967
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078911343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078915801
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078917743
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078922030
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078924028
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078932220
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078933271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078939249
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078943437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078952089
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078955335
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078978383
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078981220
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078986792
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316078989856
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1316078999657
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079035717
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079036589
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316079048487
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316079063513
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079076254
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079084596
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316079098347
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1316079102391
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1316079103329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079146521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079148180
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079153431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079164712
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079167020
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079171924
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079188010
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079188047
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316079189918
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079190539
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079191101
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079194790
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079213452
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079295975
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079305421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079306972
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079311243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079319763
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079321086
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079345722
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079349245
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079373821
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079378969
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316079426595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1316079440420
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316079461519
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079462774
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079464700
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079466347
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079467367
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079467376
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079467872
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079468791
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079469834
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079470672
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079471485
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079471490
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079472195
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079473467
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079474325
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079475957
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079477194
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079478204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079478210
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1316079478546
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079479327
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079480368
executed,command,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.commands.DebugLast",1316079481462
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1316079484396
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1316079537537
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1316079549153
